Name;Pago;Despacho;Moneda;Subtotal;Precio despacho;Total;Desc monto;Shipping Method;Cantidad;Producto;Precio oferta;Precio normal;SKU;status despacho;Ciudad;Codigo postal;Region
#42868;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;29990;0100072038;fulfilled;Melipilla;MELIPILLA;RM
#42867;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 39;9990;39990;0080072039;fulfilled;SANTIAGO;;RM
#42866;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 36;9990;29990;3611074436;fulfilled;Las condes ;SANTIAGO;RM
#42865;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Moscow Negro Premium - Negro / 39;9990;44990;1838072039;fulfilled;Valparaiso;QUILPUÃ‰;VS
#42865;;;;;;;;;1;Zapatilla Frankfurt Negro Premium - Negro / 39;9990;34990;1001202039;fulfilled;;;
#42864;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Zapatilla Brisbane CafÃ© Premium - Negro / 40;9990;49990;1003204040;fulfilled;Santiago;SANTIAGO;RM
#42864;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 39;9990;39990;0100071039;fulfilled;;;
#42863;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;Colina;SANTIAGO;RM
#42863;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 37;9990;29990;0100072037;fulfilled;;;
#42862;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Bucarest Negro Premium - Negro / 39;9990;39990;3332182039;fulfilled;ViÃ±a Del Mar;VIÃ‘ADELMAR;VS
#42862;;;;;;;;;1;Botin Bucarest Taupe Premium - Taupe / 39;9990;39990;3332184239;fulfilled;;;
#42861;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;49990;1003204037;fulfilled;Las Condes;SANTIAGO;RM
#42860;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Botin Hamburgo Blanco Premium - Blanco / 38;9990;39990;9310075838;fulfilled;Lota;LOTA;BI
#42860;;;;;;;;;1;Botin Alaska Burdeo Premium - Burdeo / 38;9990;39990;4706078538;fulfilled;;;
#42860;;;;;;;;;1;Botin Toronto Negro Premium - Negro / 38;9990;49990;0100072038;fulfilled;;;
#42859;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Indiana CafÃ© Premium - CafÃ© / 38;9990;36990;8539074038;fulfilled;Santiago;'8330400;RM
#42858;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Denver Negro Premium - Negro / 40;9990;39990;6703072040;fulfilled;Las Condes;;RM
#42857;Pagado;Despachado;CLP;39960;0;39960;0;Retiro en tienda;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;Las Condes;SANTIAGO;RM
#42857;;;;;;;;;1;Zapatilla Angelica Blanco Premium - Blanco / 38;9990;29990;0100071038;fulfilled;;;
#42857;;;;;;;;;2;Zapatilla Angelica Negro Premium - Negro / 38;9990;29990;0100072038;fulfilled;;;
#42856;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Toronto Negro Premium - Negro / 36;9990;49990;0100072036;fulfilled;Los Cerrillos;SANTIAGO;RM
#42855;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Denver Negro Premium - Negro / 40;9990;39990;6703072040;fulfilled;Donihue;RACAGUA;LI
#42854;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;29990;0100072036;fulfilled;Molina;MOLINA;ML
#42853;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Florida Negro Premium - Negro / 39;9990;39990;6983052039;fulfilled;Coelmu;COELEMU;NB
#42853;;;;;;;;;1;Botin Monterrey Negro Premium - Negro / 39;9990;39990;0010072039;fulfilled;;;
#42852;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Toronto Negro Premium - Negro / 35;9990;49990;0100072035;fulfilled;Macul;SANTIAGO;RM
#42851;Pagado;Sin despacho;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;34990;1001202038;pending;Colina;COLINA;RM
#42850;Pagado;Despachado;CLP;4995;0;4995;4995;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;39990;0080072037;fulfilled;Las condes;SANTIAGO;RM
#42849;Pagado;Despachado;CLP;29970;0;29970;0;Retiro en tienda;1;Botin Nevada Snake Premium - Taupe / 37;9990;39990;6275075837;fulfilled;Macul;'7820986;RM
#42849;;;;;;;;;1;Botin Atenas Negro Premium - Negro / 37;9990;49990;0037072037;fulfilled;;;
#42849;;;;;;;;;1;Botin Luxemburgo Negro Premium - Negro / 38;9990;39990;9674072038;pending;;;
#42848;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Alaska Negro Premium - Negro / 39;9990;39990;4706182039;fulfilled;concepcion ;CONCEPCION;BI
#42847;Pagado;Despachado;CLP;39960;19990;59950;0;Despacho Region;1;Botin Bucarest Taupe Premium - Taupe / 38;9990;39990;3332184238;fulfilled;ChillÃ¡n;'3780000;NB
#42847;;;;;;;;;1;Botin Bucarest Negro Premium - Negro / 38;9990;39990;3332182038;fulfilled;;;
#42847;;;;;;;;;2;Botin Paris Burdeo Premium - Burdeo / 38;9990;39990;8172078538;fulfilled;;;
#42846;Pagado;Sin despacho;CLP;39960;19990;59950;0;Despacho Region;1;Botin Toronto Negro Premium - Negro / 38;9990;49990;0100072038;pending;ChillÃ¡n;'3780000;NB
#42846;;;;;;;;;1;Botin Atenas Negro Premium - Negro / 38;9990;49990;0037072038;pending;;;
#42846;;;;;;;;;1;Bootie Atlanta  Premium - Negro / 38;9990;39990;3698072038;pending;;;
#42846;;;;;;;;;1;Botin Linz Animal Premium - Beige / 38;9990;49990;0037075438;pending;;;
#42845;Pagado;Despachado;CLP;39960;9990;49950;0;Despacho Region Metropolitana;1;Botin Ravena Camel Premium - Camel / 39;9990;39990;5012074939;fulfilled;Renca;'8660888;RM
#42845;;;;;;;;;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;;;
#42845;;;;;;;;;1;Zapatilla Angelica Blanco Premium - Blanco / 38;9990;29990;0100071038;fulfilled;;;
#42845;;;;;;;;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;;;
#42844;Pagado;Despachado;CLP;14985;3990;18975;4995;Despacho Region Metropolitana;1;Zapatilla Ambar  Negro  Premium - Negro / 37;9990;29990;0400072037;fulfilled;Vitacura;SANTIAGO;RM
#42844;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;39990;0200071037;fulfilled;;;
#42843;Pagado;Despachado;CLP;29980;12990;42970;0;Despacho Region;1;Bota  Cleveland Negro Premium - Negro / 39;19990;89990;0001002039;fulfilled;Salamanca;'310000;CO
#42843;;;;;;;;;1;Botin Nevada Snake Premium - Taupe / 39;9990;39990;6275075839;fulfilled;;;
#42842;Pagado;Sin despacho;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Dana Negro Premium - Negro / 37;9990;29990;4501072037;pending;ConchalÃ_;SANTIAGO;RM
#42841;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;Providencia;SANTIAGO;RM
#42841;;;;;;;;;1;Botin Indiana CafÃ© Premium - CafÃ© / 37;9990;36990;8539074037;fulfilled;;;
#42840;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;34990;1001201038;fulfilled;Santiago centro;SANTIAGO;RM
#42839;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Grecia Amarillo Premium - Amarillo / 35;9990;39990;0318078335;fulfilled;Santiago ;SANTIAGO;RM
#42838;Pagado;Despachado;CLP;39960;0;39960;9990;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;39990;0011071039;fulfilled;Talagante;SANTIAGO;RM
#42838;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 39;9990;39990;0080072039;fulfilled;;;
#42838;;;;;;;;;1;Zapatilla Moscow Negro Premium - Negro / 39;9990;44990;1838072039;fulfilled;;;
#42838;;;;;;;;;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;49990;1000071039;fulfilled;;;
#42838;;;;;;;;;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;49990;1003202039;fulfilled;;;
#42837;Pagado;Sin despacho;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Bootie Atlanta  Premium - Negro / 38;9990;39990;3698072038;pending;San Miguel ;SANTIAGO;RM
#42836;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;39990;3332184240;fulfilled;Temuco;TEMUCO;AR
#42836;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 40;9990;29990;4501072040;fulfilled;;;
#42835;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Botin Toronto Negro Premium - Negro / 39;9990;49990;0100072039;fulfilled;HUALPÃ‰N;CONCEPCIÃ“N;BI
#42835;;;;;;;;;1;Botin Lancaster Negro Premium - Negro / 39;9990;39990;0080072039;fulfilled;;;
#42835;;;;;;;;;1;Botin Paris Burdeo Premium - Burdeo / 39;9990;39990;8172078539;fulfilled;;;
#42834;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;34990;1001201038;fulfilled;San Antonio;'2660000;VS
#42833;Pagado;Despachado;CLP;4995;0;4995;4995;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;39990;0080072040;fulfilled;Las Condes;SANTIAGO;RM
#42832;Pagado;Despachado;CLP;9990;0;9990;9990;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;39990;0011071037;fulfilled;Providencia;SANTIAGO;RM
#42832;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;39990;0080072037;pending;;;
#42831;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Bucarest Negro Premium - Negro / 38;9990;39990;3332182038;fulfilled;Las Condes;'166623537;RM
#42830;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 36;9990;39990;0011071036;fulfilled;Pudahuel;SANTIAGO;RM
#42829;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;34990;1001201038;fulfilled;QuilpuÃ©;VALPARÃçSO;VS
#42828;Pagado;Despachado;CLP;4995;3990;8985;4995;Despacho Region Metropolitana;1;Sandalia Nala Blanco Premium - Blanco / 36;9990;32990;1018071036;fulfilled;La Florida;SANTIAGO;RM
#42827;Pagado;Despachado;CLP;9990;0;9990;9990;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;39990;0100071038;fulfilled;Las Condes;'7580384;RM
#42827;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;39990;0080072038;pending;;;
#42826;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Monterrey Negro Premium - Negro / 39;9990;39990;0010072039;fulfilled;Puente Alto;'8152326;RM
#42825;Pagado;Despachado;CLP;4995;3990;8985;4995;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;39990;0080072040;fulfilled;La Florida;SANTIAGO;RM
#42824;Pagado;Despachado;CLP;9990;3990;13980;9990;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;39990;0080072037;pending;San Miguel;'8920549;RM
#42824;;;;;;;;;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;39990;0011071037;fulfilled;;;
#42823;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Zapatilla Matilde Negro Premium - Negro / 39;9990;44990;0660072039;fulfilled;La Serena;;CO
#42823;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 39;9990;29990;0100072039;fulfilled;;;
#42823;;;;;;;;;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;39990;6001202038;fulfilled;;;
#42822;Pagado;Despachado;CLP;79920;0;79920;0;Retiro en tienda;1;Zapatilla Dana Negro Premium - Negro / 40;9990;29990;4501072040;fulfilled;santiago;'9710000;RM
#42822;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;39990;0080072038;pending;;;
#42822;;;;;;;;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;39990;0011071038;fulfilled;;;
#42822;;;;;;;;;1;Botin Toronto Negro Premium - Negro / 38;9990;49990;0100072038;fulfilled;;;
#42822;;;;;;;;;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;39990;0011071039;fulfilled;;;
#42822;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;39990;0080072040;pending;;;
#42822;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 39;9990;29990;0100072039;fulfilled;;;
#42822;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;29990;0100072038;fulfilled;;;
#42821;Pagado;Despachado;CLP;14985;3990;18975;18975;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;39990;0080072038;pending;isla de maipo;SANTIAGO;RM
#42821;;;;;;;;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;39990;0011071038;fulfilled;;;
#42821;;;;;;;;;1;Botin Edimburgo Negro Premium - Negro / 38;9990;39990;3306182038;fulfilled;;;
#42821;;;;;;;;;1;Calcetin   Premium - Negro / TamaÃ±o Ã_nico;3990;0;0008502000;fulfilled;;;
#42820;Pagado;Despachado;CLP;44955;19990;64945;4995;Despacho Region;1;Zapatilla Matilde Negro Premium - Negro / 39;9990;44990;0660072039;fulfilled;ConcÃ_n;CONCON;VS
#42820;;;;;;;;;1;Botin Florida Negro Premium - Negro / 39;9990;39990;6983052039;fulfilled;;;
#42820;;;;;;;;;1;Zapatilla Marilyn Beige Premium - Beige / 39;9990;29990;3611074439;fulfilled;;;
#42820;;;;;;;;;1;Zapatilla Delhi Negro Premium - Negro / 39;9990;39990;0200072039;fulfilled;;;
#42820;;;;;;;;;1;Sandalia Nala Blanco Premium - Blanco / 39;9990;32990;1018071039;fulfilled;;;
#42819;Pagado;Despachado;CLP;4995;0;4995;4995;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;39990;0100071036;fulfilled;Las condes;SANTIAGO;RM
#42818;Pagado;Despachado;CLP;4995;3990;8985;4995;Despacho Region Metropolitana;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;39990;0011071037;fulfilled;Ã‘uÃ±oa;SANTIAGO;RM
#42817;Pagado;Sin despacho;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Bootie Atlanta  Premium - Negro / 38;9990;39990;3698072038;pending;colina;'135075876;RM
#42816;Pagado;Despachado;CLP;4995;8290;13285;4995;Despacho Region;1;Sandalia Jacinto Negro Premium - Negro / 35;9990;39990;0080072035;fulfilled;San Rosendo ;SANROSENDO;BI
#42815;Pagado;Despachado;CLP;9990;12990;22980;9990;Despacho Region;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;39990;0080072037;pending;Linares;LINARES;ML
#42815;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;39990;0200071037;fulfilled;;;
#42814;Pagado;Despachado;CLP;14985;0;14985;4995;Retiro en tienda;1;Botin Michigan Negro Premium - Negro / 37;9990;39990;6134072037;fulfilled;Talagante ;SANTIAGO;RM
#42814;;;;;;;;;1;Sandalia Noa Multicolor Premium - Multicolor / 37;9990;44990;1022289037;fulfilled;;;
#42813;Pagado;Despachado;CLP;19980;0;19980;19980;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;39990;0080072038;pending;Providencia;SANTIAGO;RM
#42813;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;39990;0100071038;fulfilled;;;
#42813;;;;;;;;;1;Sandalia Noa Multicolor Premium - Multicolor / 38;9990;44990;1022289038;fulfilled;;;
#42813;;;;;;;;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;39990;0011071038;fulfilled;;;
#42812;Pagado;Despachado;CLP;4995;0;4995;4995;Retiro en tienda;1;Sandalia Amelia Blanco Premium - Blanco / 39;9990;39990;0200071039;fulfilled;Vitacura;SANTIAGO;RM
#42811;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;39990;0100071036;fulfilled;Talcahuano;TALCAHUANO;BI
#42810;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 35;9990;39990;3905058535;fulfilled;La Cisterna;SANTIAGO;RM
#42810;;;;;;;;;1;Zapatilla Coco Animal Premium - Negro / 35;9990;39990;3611075235;fulfilled;;;
#42809;Pagado;Despachado;CLP;4995;0;4995;4995;Retiro en tienda;1;Sandalia Noa Multicolor Premium - Multicolor / 39;9990;44990;1022289039;fulfilled;Santiago;SANTIAGO;RM
#42808;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;29990;0100072035;fulfilled;Las Condes;'7560871;RM
#42807;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Bootie Atlanta  Premium - Negro / 38;9990;39990;3698072038;fulfilled;Ã‘uÃ±oa;SANTIAGO;RM
#42806;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;2;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;29990;0002281037;fulfilled;Macul;SANTIAGO;RM
#42805;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;39990;6001202036;fulfilled;Placilla ;VALPARAISO;VS
#42804;Pagado;Despachado;CLP;74925;0;74925;44955;Retiro en tienda;1;Zapatilla Naya Blanco Premiumi - Beige / 40;9990;29990;0002281040;fulfilled;PeÃ±alolÃ©n;'7941617;RM
#42804;;;;;;;;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;29990;0002281037;fulfilled;;;
#42804;;;;;;;;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;;;
#42804;;;;;;;;;1;Sandalia Noa Multicolor Premium - Multicolor / 38;9990;44990;1022289038;fulfilled;;;
#42804;;;;;;;;;2;Sandalia Noa Multicolor Premium - Multicolor / 37;9990;44990;1022289037;fulfilled;;;
#42804;;;;;;;;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;39990;0011071038;fulfilled;;;
#42804;;;;;;;;;2;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;39990;0011071037;fulfilled;;;
#42804;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;39990;0080072038;pending;;;
#42804;;;;;;;;;2;Sandalia Jacinto Negro Premium - Negro / 37;9990;39990;0080072037;fulfilled;;;
#42803;Pagado;Sin despacho;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;pending;Buin;19108263K;RM
#42803;;;;;;;;;1;Zapatilla Marilyn Beige Premium - Beige / 37;9990;29990;3611074437;pending;;;
#42802;Pagado;Sin despacho;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;pending;Lo Barnechea;'7710266;RM
#42801;Pagado;Sin despacho;CLP;9990;8290;18280;0;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;39990;6001202038;pending;Valparaiso;QUILPUE;VS
#42800;Pagado;Sin despacho;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Montreal  Premium - Negro / 35;9990;39990;8381072035;pending;Puente Alto;'8151413;RM
#42800;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;29990;0100072035;pending;;;
#42799;Pagado;Sin despacho;CLP;9990;3990;13980;9990;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 36;9990;39990;0080072036;pending;MaipÃº;SANTIAGO;RM
#42799;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;39990;0100071036;pending;;;
#42798;Pagado;Despachado;CLP;4995;0;4995;4995;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;39990;0011071038;fulfilled;Lo Barnechea;SANTIAGO;RM
#42797;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;39990;0023076140;fulfilled;Pedro Aguirre Cerda;SANTIAGO;RM
#42797;;;;;;;;;1;Zapatilla Melbourne Negro Premium - Negro / 35;9990;49990;1004072035;fulfilled;;;
#42796;Pagado;Sin despacho;CLP;32970;12990;45960;0;Despacho Region;1;Zapatilla Fernanda Rojo Premium - Rojo / 38;9990;24990;7281367638;pending;Diego de Almagro;ELSALVADOR;AT
#42796;;;;;;;;;1;Sandalia Playera Negro Ipanema - Negro / 38/39;12990;;26-P-38-39;pending;;;
#42796;;;;;;;;;1;Zapatilla Catalina Black Premium - Negro / 38;9990;39990;0001282038;pending;;;
#42795;Pagado;Despachado;CLP;9990;0;9990;9990;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;39990;0011071038;fulfilled;Santiago;SANTIAGO;RM
#42795;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 38;9990;39990;0200071038;fulfilled;;;
#42794;Pagado;Error;CLP;304695;0;304695;294705;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 40;9990;39990;0100071040;fulfilled;Santiago;SANTIAGO;RM
#42794;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 39;9990;39990;0100071039;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;39990;0100071038;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;39990;0100071036;fulfilled;;;
#42794;;;;;;;;;5;Sandalia Naroa Rosado Premium - Rosado / 40;9990;39990;0100077440;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 38;9990;39990;0200071038;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;39990;0200071037;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 36;9990;39990;0200071036;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 35;9990;39990;0200071035;fulfilled;;;
#42794;;;;;;;;;4;Sandalia Narumi Negro Premium - Negro / 40;9990;32990;1017072040;fulfilled;;;
#42794;;;;;;;;;5;Sandalia Narumi Negro Premium - Negro / 39;9990;32990;1017072039;fulfilled;;;
#42794;;;;;;;;;3;Sandalia Narumi Negro Premium - Negro / 38;9990;32990;1017072038;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Narumi Negro Premium - Negro / 35;9990;32990;1017072035;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Nala Blanco Premium - Blanco / 40;9990;32990;1018071040;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Nala Blanco Premium - Blanco / 39;9990;32990;1018071039;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Nala Blanco Premium - Blanco / 36;9990;32990;1018071036;pending;;;
#42794;;;;;;;;;8;Sandalia Nala Negro Premium - Negro / 38;9990;32990;1018072038;fulfilled;;;
#42794;;;;;;;;;5;Sandalia Narumi Rosa Premium - Rosa / 40;9990;32990;1017077440;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 40;9990;39990;0200071040;fulfilled;;;
#42794;;;;;;;;;5;Sandalia Nala Negro Premium - Negro / 40;9990;32990;1018072040;fulfilled;;;
#42794;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 39;9990;39990;0200071039;fulfilled;;;
#42794;;;;;;;;;5;Sandalia Nala Negro Premium - Negro / 39;9990;32990;1018072039;fulfilled;;;
#42794;;;;;;;;;3;Sandalia Narumi Rosa Premium - Rosa / 39;9990;32990;1017077439;pending;;;
#42794;;;;;;;;;1;Sandalia Jacinta Rojo Premium - Rojo / 39;9990;44990;1004077139;pending;;;
#42794;;;;;;;;;2;Sandalia Narumi Rosa Premium - Rosa / 39;9990;32990;1017077439;pending;;;
#42793;Pagado;Sin despacho;CLP;24980;12990;37970;0;Despacho Region;1;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;39990;0020078538;pending;ConcÃ_n;'2510000;VS
#42793;;;;;;;;;1;Zapato Milan Burdeo Premium - Burdeo / 38;14990;49990;0010008538;pending;;;
#42792;Pagado;Despachado;CLP;19980;0;19980;19980;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;39990;0011071039;fulfilled;Providencia;SANTIAGO;RM
#42792;;;;;;;;;1;Sandalia Noa Multicolor Premium - Multicolor / 39;9990;44990;1022289039;pending;;;
#42792;;;;;;;;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;39990;0200071037;fulfilled;;;
#42792;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;39990;0080072037;fulfilled;;;
#42791;Pagado;Despachado;CLP;14985;0;14985;4995;Retiro en tienda;1;Sandalia Hortensia Negro Premium - Negro / 36;9990;39990;0011072036;fulfilled;La florida;;RM
#42791;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 39;9990;39990;0080072039;fulfilled;;;
#42790;Pagado;Despachado;CLP;4995;0;4995;4995;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;39990;0100071038;fulfilled;Puente Alto;;RM
#42789;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Sandalia Hortensia Negro Premium - Negro / 36;9990;39990;0011072036;fulfilled;Las Condes;SANTIAGO;RM
#42789;;;;;;;;;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;49990;1003204037;fulfilled;;;
#42788;Pagado;Sin despacho;CLP;9990;3990;13980;9990;Despacho Region Metropolitana;1;Sandalia Neila CafÃ© Premium - CafÃ© / 35;9990;39990;2102074935;pending;SANTIAGO;;RM
#42788;;;;;;;;;1;Sandalia Jacinto Negro Premium - Negro / 35;9990;39990;0080072035;pending;;;
#42787;Pagado;Despachado;CLP;9990;0;9990;9990;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 39;9990;39990;0080072039;fulfilled;puente alto;'8150000;RM
#42787;;;;;;;;;1;Sandalia Naroa Blanco Premium - Blanco / 39;9990;39990;0100071039;fulfilled;;;
