Name;Pago;Despacho;Moneda;Subtotal;Precio despacho;Total;Desc monto;Shipping Method;Cantidad;Producto;Precio oferta;Precio normal;SKU;status despacho;Ciudad;Codigo postal;Region
#43078;Pagado;Despachado;CLP;6990;0;6990;22980;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 40;9990;34990;1001201040;fulfilled;Santiago;PUENTEALTO;RM
#43078;;;;;;;;;1;Zapatilla Catalina Beige Premium - Beige / 36;9990;29990;0001284436;fulfilled;;;
#43078;;;;;;;;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;34990;1001201038;fulfilled;;;
#43077;Pagado;Despachado;CLP;6990;0;6990;22980;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 39;9990;34990;1001201039;fulfilled;Puente Alto;'8270334;RM
#43077;;;;;;;;;1;Zapatilla Catalina Beige Premium - Beige / 38;9990;29990;0001284438;fulfilled;;;
#43077;;;;;;;;;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;29990;0001284437;fulfilled;;;
#43076;Pagado;Despachado;CLP;39970;9990;49960;0;Despacho Region Metropolitana;1;Zapatilla Delhi Rosado Premium - Rosado / 39;9990;29990;0200077439;fulfilled;recoleta;RECOLETA;RM
#43076;;;;;;;;;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;39990;0011071039;fulfilled;;;
#43076;;;;;;;;;1;Zapatillas Sky Blanco Police - Blanco / 39;19990;;38-39;fulfilled;;;
#43075;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;29990;0001284437;fulfilled;Las condes;SANTIAGO;RM
#43074;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;2;Zapatilla Chester Blanco Premium - Blanco / 35;9990;49990;1000071035;fulfilled;Las Condes;SANTIAGO;RM
#43073;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 38;9990;39990;3905058538;fulfilled;Ã‘UÃ‘OA;SANTIAGO;RM
#43072;Pagado;Despachado;CLP;19990;3990;23980;0;Despacho Region Metropolitana;1;Zapatos Tilo Negros Police - Negro / 39;19990;;12-39;fulfilled;Quilicura ;SANTIAGO;RM
#43071;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Paris Burdeo Premium - Burdeo / 38;9990;39990;8172078538;fulfilled;Conchali;SANTIAGO;RM
#43070;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 36;9990;39990;3905058536;fulfilled;Ã±uÃ±oa;SANTIAGO;RM
#43070;;;;;;;;;1;Botin Toronto Leopardo Premium - Beige / 36;9990;39990;0100075436;fulfilled;;;
#43069;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;39990;6001202037;fulfilled;Independencia;SANTIAGO;RM
#43068;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Denver Negro Premium - Negro / 39;9990;39990;6703072039;fulfilled;Los Angeles;FEMENINO;BI
#43067;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 37;9990;34990;1001202037;fulfilled;Coronel;CONCEPCION;BI
#43066;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;49990;1003202037;fulfilled;COLLIPULLI;'183221329;AR
#43065;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;39990;6001202037;fulfilled;Santiago;SANTIAGO;RM
#43064;Pagado;Despachado;CLP;39960;19990;59950;0;Despacho Region;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 38;9990;39990;0023072938;fulfilled;CURICO;CURICO;ML
#43064;;;;;;;;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 37;9990;39990;0023072937;fulfilled;;;
#43064;;;;;;;;;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;34990;1001202038;fulfilled;;;
#43064;;;;;;;;;1;Zapatilla Frankfurt Negro Premium - Negro / 37;9990;34990;1001202037;fulfilled;;;
#43063;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 40;9990;29990;0100072040;fulfilled;Las condes;SANTIAGO;RM
#43062;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;29990;0100072035;fulfilled;Las condeS;SANTIAGO;RM
#43061;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;Providencia;SANTIAGO;RM
#43060;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Veracruz Piton Premium - Amarillo / 37;9990;39990;0333072037;fulfilled;Santiago;'3830000;RM
#43059;Pagado;Despachado;CLP;24980;0;24980;0;Retiro en tienda;1;Zapato Florencoia Burdeo Premium - Burdeo / 39;14990;49990;0020008539;fulfilled;Las Condes ;SANTIAGO;RM
#43059;;;;;;;;;1;Botin Atenas Negro Premium - Negro / 40;9990;49990;0037072040;fulfilled;;;
#43058;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Botin Michigan Negro Premium - Negro / 40;9990;39990;6134072040;fulfilled;Coronel;CONCEPCIÃ“N;BI
#43058;;;;;;;;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;39990;3332184240;fulfilled;;;
#43058;;;;;;;;;1;Botin Amsterdam Negro Premium - Negro / 39;9990;36990;3097072039;fulfilled;;;
#43057;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla York Blanco Premium - Blanco / 39;9990;39990;2000289039;fulfilled;ESTACION CENTRAL ;SANTIAGO;RM
#43056;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;49990;1000071039;fulfilled;Villarica ;LICANRAY;AR
#43056;;;;;;;;;2;Zapatilla Chester Blanco Premium - Blanco / 38;9990;49990;1000071038;fulfilled;;;
#43055;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 39;9990;49990;1003204039;fulfilled;San antonio;SANANTONIO;VS
#43055;;;;;;;;;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;49990;1000071039;fulfilled;;;
#43054;Pagado;Despachado;CLP;79970;12990;92960;0;Despacho Region;1;Zapatilla Nina 672  Negro Delux - Negro / 40;34990;49990;729-40;fulfilled;rio bueno;'56;LR
#43054;;;;;;;;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;39990;3332184240;fulfilled;;;
#43054;;;;;;;;;1;Zapatilla Nina 6732  Blanco Delux - Blanco / 40;34990;49990;732-40;fulfilled;;;
#43053;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;39990;6001202038;fulfilled;providencia;'7500000;RM
#43052;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Ambar  Negro  Premium - Negro / 36;9990;29990;0400072036;fulfilled;ConcepciÃ_n ;CONCEPCIÃ“N;BI
#43052;;;;;;;;;1;Botin Indiana CafÃ© Premium - CafÃ© / 36;9990;36990;8539074036;fulfilled;;;
#43051;Pagado;Despachado;CLP;29990;3990;33980;0;Despacho Region Metropolitana;1;Zapatilla Malva 1 Blanco Premium - Blanco / 37;29990;;0040071037;fulfilled;Providencia ;SANTIAGO;RM
#43050;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;39990;6001202037;fulfilled;Condes;CONDES;RM
#43049;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;29990;3611074438;fulfilled;Castro;CASTRO;LL
#43049;;;;;;;;;1;Botin Denver Negro Premium - Negro / 38;9990;39990;6703072038;fulfilled;;;
#43048;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;39990;6001202038;fulfilled;Condes;CONDES;RM
#43047;Pagado;Despachado;CLP;59970;12990;72960;0;Despacho Region;1;Botin Ravena Camel Premium - Camel / 36;9990;39990;5012074936;pending;ILLAPEL;'137490854;CO
#43047;;;;;;;;;1;Zapatilla Sport Negro  Petite Jolie - Negro / 36;39990;;22-36;fulfilled;;;
#43047;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 36;9990;29990;4501072036;fulfilled;;;
#43046;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;39990;6001202038;fulfilled;Santiago;'8320000;RM
#43045;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;39990;0200071037;fulfilled;Quilicura ;SANTIAGO;RM
#43044;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;39990;6001202037;fulfilled;Villa Alemana;'2460368;VS
#43044;;;;;;;;;1;Botin Toronto Leopardo Premium - Beige / 37;9990;39990;0100075437;fulfilled;;;
#43043;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;49990;1003204037;fulfilled;San Pedro de la Paz;SANPEDRODELAPAZ;BI
#43043;;;;;;;;;1;Zapatilla Brisbane Negro Premium - Negro / 36;9990;49990;1003202036;fulfilled;;;
#43043;;;;;;;;;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;34990;1001202036;fulfilled;;;
#43042;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;Las Condes;SANTIAGO;RM
#43042;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;29990;0100072036;fulfilled;;;
#43041;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Dana Negro Premium - Negro / 36;9990;29990;4501072036;fulfilled;San Miguel ;SANTIAGO;RM
#43040;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Monterrey Negro Premium - Negro / 39;9990;39990;0010072039;fulfilled;Ã±uÃ±oa;SANTIGO;RM
#43039;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Toronto Negro Premium - Negro / 36;9990;49990;0100072036;fulfilled;Vitacura;SANTIAGO;RM
#43038;Pagado;Despachado;CLP;39960;19990;59950;0;Despacho Region;1;Zapatilla York Blanco Premium - Blanco / 38;9990;39990;2000289038;fulfilled;TEMUCO;TEMUCO;AR
#43038;;;;;;;;;1;Zapatilla Emma  Rosado Premium - Beige / 37;9990;39990;3638077437;fulfilled;;;
#43038;;;;;;;;;2;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;39990;0020078538;fulfilled;;;
#43037;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Brisbane Negro Premium - Negro / 38;9990;49990;1003202038;fulfilled;Las Condes;SANTIAGO;RM
#43036;Pagado;Despachado;CLP;39960;19990;59950;0;Despacho Region;1;Zapatilla Chester Blanco Premium - Blanco / 38;9990;49990;1000071038;fulfilled;illapel;ILLAPEL;CO
#43036;;;;;;;;;1;Zapatilla Naya Blanco Premiumi - Beige / 38;9990;29990;0002281038;fulfilled;;;
#43036;;;;;;;;;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;34990;1001202038;fulfilled;;;
#43036;;;;;;;;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;34990;1001201038;fulfilled;;;
#43035;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;Hualpen;CONCEPCION;BI
#43034;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Botin Bucarest Taupe Premium - Taupe / 36;9990;39990;3332184236;fulfilled;quinta normal;SANTIAGO;RM
#43034;;;;;;;;;1;Botin Paris Burdeo Premium - Burdeo / 37;9990;39990;8172078537;fulfilled;;;
#43033;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 37;9990;39990;3905058537;fulfilled;lampa;LAMPAREGIÃ“NMETROPOLITANA;RM
#43033;;;;;;;;;1;Botin Denver Negro Premium - Negro / 37;9990;39990;6703072037;fulfilled;;;
#43032;Pagado;Despachado;CLP;0;0;0;19980;;1;Zapatilla Brisbane CafÃ© Premium - Negro / 39;9990;49990;1003204039;fulfilled;Ovalle;OVALLE;CO
#43032;;;;;;;;;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;49990;1003202039;fulfilled;;;
#43031;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Botin Alaska Burdeo Premium - Burdeo / 38;9990;39990;4706078538;fulfilled;Ã‘uÃ±oa;SANTIAGO;RM
#43030;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;las cabras;LASCABRAS;LI
#43030;;;;;;;;;1;Zapatilla Brisbane Negro Premium - Negro / 36;9990;49990;1003202036;fulfilled;;;
#43029;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Emma  Rosado Premium - Beige / 38;9990;39990;3638077438;fulfilled;Chiguayante;CONCEPCIÃ“N;BI
#43028;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;29990;0100072038;fulfilled;pudahuel;'9020000;RM
#43027;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Dana Negro Premium - Negro / 37;9990;29990;4501072037;fulfilled;El carmen;ELCARMEN;NB
#43026;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;29990;0100072038;fulfilled;Chillan;CHILLAN;NB
#43026;;;;;;;;;1;Zapatilla Delhi Negro Premium - Negro / 39;9990;39990;0200072039;fulfilled;;;
#43025;Pagado;Despachado;CLP;24980;12990;37970;0;Despacho Region;1;Botin Pisa CafÃ© Premium - CafÃ© / 39;9990;36990;0047074039;fulfilled;Santa cruz;SANTACRUZ;LI
#43025;;;;;;;;;1;Zapato Victoria Chocolate Premium - Chocolate / 39;14990;39990;8910075139;fulfilled;;;
#43024;Pagado;Despachado;CLP;14990;3990;18980;0;Despacho Region Metropolitana;1;Zapato San Francisco Burdeo Premium - Burdeo / 39;14990;36990;0007052439;fulfilled;La Cisterna;SANTIAGO;RM
#43023;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Toronto Negro Premium - Negro / 39;9990;49990;0100072039;fulfilled;Renca;SANTIAGO;RM
#43022;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Oviedo Beige Premium - Beige / 35;9990;39990;6102078135;fulfilled;San JoaquÃ_n;SANTIAGO;RM
#43021;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Bucarest Taupe Premium - Taupe / 37;9990;39990;3332184237;fulfilled;Coquimbo;COQUIMBO;AT
#43020;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;34990;1001202036;fulfilled;Santiago;SANTIAGO;RM
#43019;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Frankfurt Negro Premium - Negro / 37;9990;34990;1001202037;fulfilled;Santiago centro;SANTIAGO;RM
#43018;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Lancaster  Negro Premium - Negro / 40;9990;39990;0090072040;fulfilled;Conchali;SANTIAGO;RM
#43017;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 38;9990;49990;1003204038;fulfilled;Talca;TALCA;ML
#43017;;;;;;;;;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;;;
#43016;Pagado;Despachado;CLP;19980;0;19980;0;Retiro en tienda;1;Botin Denver Negro Premium - Negro / 36;9990;39990;6703072036;fulfilled;Vitacura;SANTIAGO;RM
#43016;;;;;;;;;1;Botin Denver Negro Premium - Negro / 35;9990;39990;6703072035;fulfilled;;;
#43015;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Montreal  Premium - Negro / 35;9990;39990;8381072035;fulfilled;santiago centro;SANTIAGO;RM
#43014;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 35;9990;29990;0100071035;fulfilled;Pudahuel ;SANTIAGO;RM
#43013;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;49990;1003202037;fulfilled;Constitucion ;CONSTITUCION;ML
#43012;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Brucelas Verde musgo Premium - Verde musgo / 38;9990;36990;9451078438;fulfilled;Chiguayante;'4100000;BI
#43012;;;;;;;;;1;Botin Nevada Snake Premium - Taupe / 38;9990;39990;6275075838;fulfilled;;;
#43011;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;coronel;CONCEPCION;BI
#43010;Pagado;Despachado;CLP;29970;0;29970;0;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;39990;6001202038;fulfilled;Ã±uÃ±oa;SANTIAGO;RM
#43010;;;;;;;;;1;Botin Toronto Negro Premium - Negro / 36;9990;49990;0100072036;fulfilled;;;
#43010;;;;;;;;;1;Botin Toronto Negro Premium - Negro / 38;9990;49990;0100072038;fulfilled;;;
#43009;Pagado;Despachado;CLP;49950;0;49950;0;Retiro en tienda;1;Botin Bucarest Taupe Premium - Taupe / 38;9990;39990;3332184238;fulfilled;Las condes;SANTIAGO;RM
#43009;;;;;;;;;1;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;39990;0020078538;fulfilled;;;
#43009;;;;;;;;;1;Zapatilla Shanghai Negro Premium - Negro / 38;9990;29990;0300072038;fulfilled;;;
#43009;;;;;;;;;1;Botin Denver Negro Premium - Negro / 38;9990;39990;6703072038;fulfilled;;;
#43009;;;;;;;;;1;Botin Cancun Burdeo Premium - Burdeo / 38;9990;29990;0014078538;fulfilled;;;
#43008;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Tokio Orange Premium - Naranja / 37;9990;49990;9501055337;fulfilled;Estacion central ;SANTIAGO;RM
#43007;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Alaska Burdeo Premium - Burdeo / 38;9990;39990;4706078538;fulfilled;Estacion central;SANTIAGO;RM
#43006;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;34990;1001202038;fulfilled;Santiago;SANTIAGO;RM
#43005;Pagado;Despachado;CLP;87970;0;87970;0;Retiro en tienda;1;Botin Rojo Delux - RubÃ_ / 37;47990;;561w-37;fulfilled;La florida;SANTIAGO;RM
#43005;;;;;;;;;1;Sandalia  Victoria  6054 Negro Delux - Negro / 39;24990;31990;054-39;fulfilled;;;
#43005;;;;;;;;;1;Zapato Bucarest Negro Premium - Negro / 37;14990;39990;0057072037;fulfilled;;;
#43004;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Frankfurt Negro Premium - Negro / 39;9990;34990;1001202039;fulfilled;Ã±uÃ±oa;Ã‘UÃ‘OA;RM
#43004;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 39;9990;29990;0100072039;fulfilled;;;
#43003;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Botin Kansas Negro Premium - Negro / 39;9990;39990;6974072039;fulfilled;Antofagasta;ANTOFAGASTA;AN
#43003;;;;;;;;;2;Botin  Negro 832-4099 Premium - Negro / 39;9990;69990;4099002039;fulfilled;;;
#43002;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Botin Luxemburgo Negro Premium - Negro / 39;9990;39990;9674072039;fulfilled;EstaciÃ_n central ;SANTIAGO;RM
#43002;;;;;;;;;1;Botin  Negro 832-4099 Premium - Negro / 39;9990;69990;4099002039;fulfilled;;;
#43001;Pagado;Despachado;CLP;19980;3990;23970;0;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;Independencia;INDEPENDENCIA;RM
#43001;;;;;;;;;1;Zapatilla Delhi Rosado Premium - Rosado / 37;9990;29990;0200077437;fulfilled;;;
#43000;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Melbourne Negro Premium - Negro / 35;9990;49990;1004072035;fulfilled;MAIPU;'9292092;RM
#42999;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 40;9990;39990;0100071040;fulfilled;Talagante;TALAGANTE;RM
#42998;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;49990;1003204037;fulfilled;Santiago;SANTIAGO;RM
#42997;Pagado;Despachado;CLP;0;0;0;9990;;1;Botin Tijuana Burdeo Premium - Burdeo / 36;9990;39990;0020078536;fulfilled;HualaÃ±Ã©;'3600000;ML
#42996;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;49990;1003202037;fulfilled;El bosque;SANTIAGO;RM
#42995;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Paris Burdeo Premium - Burdeo / 37;9990;39990;8172078537;fulfilled;INDEPENDENCIA ;SANTIAGO;RM
#42994;Pagado;Despachado;CLP;39960;9990;49950;0;Despacho Region Metropolitana;1;Botin Paris Burdeo Premium - Burdeo / 39;9990;39990;8172078539;fulfilled;melipilla;SANTIAGO;RM
#42994;;;;;;;;;1;Zapatilla Angelica Blanco Premium - Blanco / 40;9990;29990;0100071040;fulfilled;;;
#42994;;;;;;;;;1;Botin Florida Negro Premium - Negro / 39;9990;39990;6983052039;fulfilled;;;
#42994;;;;;;;;;1;Zapatilla Marilyn Beige Premium - Beige / 39;9990;29990;3611074439;fulfilled;;;
#42993;Pagado;Despachado;CLP;39990;0;39990;0;Retiro en tienda;1;Zapatilla Negro Delux - Negro / 36;39990;;379-36;fulfilled;Las Condes;'141232282;RM
#42992;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Botin Denver Negro Premium - Negro / 37;9990;39990;6703072037;fulfilled;Santiago;LASCONDES;RM
#42991;Pagado;Despachado;CLP;19980;12990;32970;0;Despacho Region;1;Botin Florida Negro Premium - Negro / 39;9990;39990;6983052039;fulfilled;concepcion;CONCEPCIÃ“N;BI
#42991;;;;;;;;;1;Botin Kansas Negro Premium - Negro / 39;9990;39990;6974072039;fulfilled;;;
#42990;Pagado;Despachado;CLP;29970;9990;39960;0;Despacho Region Metropolitana;3;Botin Monterrey Negro Premium - Negro / 39;9990;39990;0010072039;fulfilled;La Florida ;SANTIAGO;RM
#42989;Pagado;Despachado;CLP;29970;9990;39960;0;Despacho Region Metropolitana;1;Botin Atenas Negro Premium - Negro / 40;9990;49990;0037072040;fulfilled;Maipu;SANTIAGO;RM
#42989;;;;;;;;;1;Botin  Negro 832-4194 Premium - Negro / 40;9990;69990;4194002040;fulfilled;;;
#42989;;;;;;;;;1;Botin Dublin Burdeo Premium - Burdeo / 40;9990;36990;5136078540;fulfilled;;;
#42988;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Botin Marsella CafÃ© claro Premium - CafÃ© claro / 39;9990;49990;4000004939;fulfilled;Coronel;CONCEPCIÃ“N;BI
#42987;Pagado;Despachado;CLP;39960;0;39960;0;Retiro en tienda;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;44990;1838072038;fulfilled;Santiago Centro;SANTIAGO;RM
#42987;;;;;;;;;1;Zapatilla Sofia Multicolor Premium - Negro / 39;9990;39990;3679079039;fulfilled;;;
#42987;;;;;;;;;1;Zapatilla Catalina Beige Premium - Beige / 36;9990;29990;0001284436;fulfilled;;;
#42987;;;;;;;;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 35;9990;34990;1001201035;fulfilled;;;
#42986;Pagado;Despachado;CLP;9990;0;9990;0;Retiro en tienda;1;Zapatilla Pekin 2  Beige Premium - Beige / 39;9990;39990;0003284439;fulfilled;Santiago;'7560801;RM
#42985;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;Ã‘uÃ±oa;SANTIAGO;RM
#42984;Pagado;Despachado;CLP;39970;12990;52960;0;Despacho Region;1;Bota  Cleveland Negro Premium - Negro / 38;19990;89990;0001002038;fulfilled;Chillan;'3780000;NB
#42984;;;;;;;;;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;34990;1001202038;fulfilled;;;
#42984;;;;;;;;;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;49990;1000071039;fulfilled;;;
#42983;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Delhi Negro Premium - Negro / 36;9990;39990;0200072036;fulfilled;La union;'5220000;LR
#42982;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 35;9990;49990;1003202035;fulfilled;La Calera;LACALERA;VS
#42982;;;;;;;;;1;Zapatilla Moscow Negro Premium - Negro / 35;9990;44990;1838072035;fulfilled;;;
#42982;;;;;;;;;1;Zapatilla Brisbane CafÃ© Premium - Negro / 35;9990;49990;1003204035;fulfilled;;;
#42981;Pagado;Despachado;CLP;29970;12990;42960;0;Despacho Region;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29990;0100071037;fulfilled;ConcepciÃ_n;CONCEPCION;BI
#42981;;;;;;;;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;29990;0100072036;fulfilled;;;
#42981;;;;;;;;;1;Zapatilla Dana Negro Premium - Negro / 36;9990;29990;4501072036;fulfilled;;;
#42980;Pagado;Despachado;CLP;9990;3990;13980;0;Despacho Region Metropolitana;1;Zapatilla Frankfurt Blanco Premium - Blanco / 35;9990;34990;1001201035;fulfilled;San joaquin;SANTIAGO;RM
#42979;Pagado;Despachado;CLP;9990;8290;18280;0;Despacho Region;1;Zapatilla Melbourne Negro Premium - Negro / 38;9990;49990;1004072038;fulfilled;Curanilahue;CURANILAHUE;BI
#42978;Pagado;Despachado;CLP;39960;19990;59950;0;Despacho Region;1;Botin Tijuana Burdeo Premium - Burdeo / 37;9990;39990;0020078537;fulfilled;HualpÃ©n;TALCAHUANO;BI
